Listing_ID,Property_ID,Community,Price_Cluster,Listing_Price,Sold_Price,Listing_Date,Sold_Date,Bedrooms,Bathrooms,Garage_Stalls,Size_sqft,Year_Built,Days_on_Market,Interest_Rate,Unemployment_Rate,Ownership_Type,Property_Age,Renovation_Status,Year,Downturn_2015_2016,Boom_2021,Rate_Hike_2022_2023,Assessed_Value,Assessment_Gap,Assessment_Ratio
RD-104082,2609,Timberlands,Mid,343026.0,367320.45,2024-05-01,2024-07-30,5,2,0,1481,1986,90,4.75,6.1,Owner-Occupied,38,Renovated,2024,0,0,0,355324.5402743786,11995.9097256214,1.0337604312844766
RD-104083,1007,Clearview Ridge,Mid-Low,427078.0,435085.35000000003,2018-10-31,2019-01-08,3,2,2,2175,1990,69,3.0,6.5,Owner-Occupied,34,Renovated,2019,0,0,0,436359.5704343701,-1274.2204343700432,0.9970798842956472
RD-104084,2943,Eastview Estates,Mid-Low,284731.0,291111.45,2024-05-19,2024-06-14,4,2,1,1404,1999,26,4.75,6.1,Investor,25,Renovated,2024,0,0,0,289064.5524080649,2046.8975919351215,1.0070811089595155
RD-104085,1507,Timberlands,Mid,293976.0,300353.55,2023-12-27,2024-06-08,5,1,2,1430,2017,164,5.5,5.6,Investor,7,Renovated,2024,0,0,0,282615.52192475996,17738.02807524003,1.0627638140836524
RD-104086,1475,Inglewood,Entry,370183.0,385367.85000000003,2023-11-16,2024-01-23,2,1,1,1976,2011,68,5.5,5.6,Investor,13,Renovated,2024,0,0,0,391105.2691692013,-5737.419169201283,0.9853302432324962
RD-104087,2320,Timberlands,Mid,246191.0,249740.0,2019-05-22,2019-07-14,2,3,2,1173,2023,53,3.5,6.8,Owner-Occupied,1,Not Renovated,2019,0,0,0,231278.74890535075,18461.251094649255,1.079822513663823
RD-104088,1163,Westlake,Mid-High,302859.0,303124.0,2015-01-02,2015-02-19,2,4,1,1496,2000,48,2.75,7.2,Owner-Occupied,24,Not Renovated,2015,1,0,0,306103.09380695055,-2979.09380695055,0.9902676782194518
RD-104089,1484,Clearview Ridge,Mid-Low,316224.0,335503.35000000003,2021-10-23,2022-01-22,2,3,1,1418,1982,91,2.0,7.8,Investor,42,Renovated,2022,0,0,1,318877.26170218247,16626.088297817565,1.0521394602081902
RD-104090,2620,Timberlands,Mid,514782.0,517787.0,2019-11-16,2020-02-29,2,2,2,2396,1996,105,3.5,6.8,Owner-Occupied,28,Not Renovated,2020,0,0,0,502261.05755374447,15525.942446255533,1.030912096832421
RD-104091,2095,Clearview Ridge,Mid-Low,421984.0,426212.0,2015-10-03,2015-12-31,4,1,1,2326,2016,89,2.75,7.2,Investor,8,Not Renovated,2015,1,0,0,410116.1836367526,16095.816363247402,1.039246967092388
RD-104092,1566,Oriole Park,Entry,222106.0,237451.2,2023-02-25,2023-07-01,6,1,2,1249,1996,126,5.5,5.6,Owner-Occupied,28,Renovated,2023,0,0,1,222535.33617413903,14915.863825860986,1.0670269453934678
RD-104093,1904,Westlake,Mid-High,280162.0,276517.0,2021-08-24,2021-10-13,6,1,2,1075,2018,50,2.0,7.8,Owner-Occupied,6,Not Renovated,2021,0,1,0,264299.0097056797,12217.990294320276,1.046227907958967
RD-104094,1558,Inglewood,Entry,285183.0,289479.0,2021-05-25,2021-10-26,6,1,1,1453,1982,154,2.0,7.8,Investor,42,Not Renovated,2021,0,1,0,271905.72676836024,17573.27323163976,1.0646300224732326
RD-104095,2934,Timberlands,Mid,465351.0,456093.0,2017-06-05,2017-10-19,5,2,2,2320,1982,136,2.75,7.0,Owner-Occupied,42,Not Renovated,2017,0,0,0,428904.6794252217,27188.320574778307,1.0633901234447094
RD-104096,2967,Sunnybrook,Premium,292314.0,284298.0,2018-08-09,2018-09-22,3,1,0,1147,2003,44,3.0,6.5,Investor,21,Not Renovated,2018,0,0,0,266872.1484368628,17425.8515631372,1.0652966286111338
RD-104097,1237,Oriole Park,Entry,375240.0,394321.2,2015-07-31,2016-01-10,4,3,1,2224,2014,163,2.75,7.2,Investor,10,Renovated,2016,1,0,0,382058.49602391256,12262.703976087447,1.0320964043561538
RD-104098,2127,Clearview Ridge,Mid-Low,336710.0,329576.0,2020-11-02,2021-02-15,6,3,2,1645,1979,105,2.45,9.5,Investor,45,Not Renovated,2021,0,1,0,329507.82283789094,68.17716210905928,1.0002069060501262
RD-104099,2233,Anders Park,Premium,367297.0,377251.0,2017-02-03,2017-07-11,5,4,2,1406,1995,158,2.75,7.0,Investor,29,Not Renovated,2017,0,0,0,368535.3714206462,8715.628579353797,1.0236493678904046
RD-104100,1553,Vanier Woods,Mid,501832.0,508436.0,2019-09-02,2019-11-25,6,1,1,2321,1987,84,3.5,6.8,Owner-Occupied,37,Not Renovated,2019,0,0,0,513174.95850564365,-4738.958505643648,0.9907654135746541
RD-104101,1827,Sunnybrook,Premium,329418.0,338363.55,2021-04-11,2021-09-30,2,2,0,1094,2008,172,2.0,7.8,Owner-Occupied,16,Renovated,2021,0,1,0,332832.81128877547,5530.73871122452,1.0166171679102451
RD-104102,1467,Clearview Ridge,Mid-Low,451134.0,444386.0,2016-02-24,2016-05-30,6,2,0,2597,1993,96,2.5,8.1,Owner-Occupied,31,Not Renovated,2016,1,0,0,439468.42966255103,4917.570337448968,1.0111898147979024
RD-104103,2477,Westlake,Mid-High,289604.0,282335.0,2023-01-08,2023-01-16,4,4,0,1202,2000,8,5.5,5.6,Owner-Occupied,24,Not Renovated,2023,0,0,1,278597.0887204973,3737.911279502674,1.0134169071782826
RD-104104,2291,Sunnybrook,Premium,300143.0,298773.0,2017-09-21,2017-11-05,4,2,1,1185,1985,45,2.75,7.0,Owner-Occupied,39,Not Renovated,2017,0,0,0,288299.7871525086,10473.212847491377,1.0363275080808545
RD-104105,1385,Eastview Estates,Mid-Low,377507.0,401893.8,2023-12-21,2024-01-05,5,1,1,1870,1983,15,5.5,5.6,Owner-Occupied,41,Renovated,2024,0,0,0,397446.39587415155,4447.404125848436,1.0111899470520214
RD-104106,1774,Inglewood,Entry,474595.0,472505.0,2022-04-23,2022-10-07,6,4,2,2438,2020,167,4.5,5.9,Owner-Occupied,4,Not Renovated,2022,0,0,1,437998.32587453164,34506.67412546836,1.0787826621404784
RD-104107,1847,Vanier Woods,Mid,202282.0,201661.0,2019-06-07,2019-10-10,6,4,1,1006,1983,125,3.5,6.8,Investor,41,Not Renovated,2019,0,0,0,202867.97076779848,-1206.9707677984843,0.9940504616710542
RD-104108,1386,Vanier Woods,Mid,494537.0,505886.0,2018-10-16,2018-12-05,2,1,0,2309,1988,50,3.0,6.5,Owner-Occupied,36,Not Renovated,2018,0,0,0,504763.547399827,1122.452600173012,1.0022237196127872
RD-104109,1876,Sunnybrook,Premium,617979.0,629263.0,2019-02-26,2019-03-21,6,4,0,2308,1993,23,3.5,6.8,Owner-Occupied,31,Not Renovated,2019,0,0,0,594353.3739206741,34909.62607932591,1.0587354722141868
RD-104110,1258,Vanier Woods,Mid,244583.0,249144.0,2016-07-17,2016-10-18,5,3,1,1274,1979,93,2.5,8.1,Owner-Occupied,45,Not Renovated,2016,1,0,0,248347.54777826794,796.4522217320628,1.0032070065875711
RD-104111,1282,Lancaster Green,Mid-High,501127.0,508747.0,2020-12-18,2021-05-23,3,4,1,2115,2023,156,2.45,9.5,Owner-Occupied,1,Not Renovated,2021,0,1,0,468690.4285534455,40056.5714465545,1.0854648804546407
RD-104112,2649,Inglewood,Entry,385211.0,392259.0,2022-12-31,2023-03-05,4,2,0,2028,2010,64,4.5,5.9,Investor,14,Not Renovated,2023,0,0,1,369399.97232747776,22859.027672522236,1.0618815088926359
RD-104113,2898,Inglewood,Entry,195026.0,198936.0,2016-11-24,2017-04-08,5,2,2,1290,2015,135,2.5,8.1,Investor,9,Not Renovated,2017,0,0,0,184316.93417122334,14619.065828776656,1.079314827443886
RD-104114,1039,Clearview Ridge,Mid-Low,439913.0,443891.0,2021-02-27,2021-08-17,2,4,2,1956,1977,171,2.0,7.8,Owner-Occupied,47,Not Renovated,2021,0,1,0,443013.2906244434,877.7093755566166,1.001981225832569
RD-104115,1485,Eastview Estates,Mid-Low,476586.0,502782.0,2017-08-09,2017-11-12,3,1,2,2483,2014,95,2.75,7.0,Investor,10,Renovated,2017,0,0,0,500563.4317477772,2218.568252222787,1.0044321420853226
RD-104116,1928,Clearview Ridge,Mid-Low,418114.0,413567.0,2015-10-17,2015-11-11,6,2,2,2296,1980,25,2.75,7.2,Owner-Occupied,44,Not Renovated,2015,1,0,0,414130.9409455652,-563.9409455651767,0.9986382544992229
RD-104117,1219,Sunnybrook,Premium,417897.0,414761.0,2018-07-03,2018-11-04,2,4,2,1608,1975,124,3.0,6.5,Owner-Occupied,49,Not Renovated,2018,0,0,0,381766.00316053897,32994.99683946103,1.0864272789255833
RD-104118,2152,Oriole Park,Entry,461615.0,469713.0,2023-02-10,2023-07-07,4,3,2,2485,2011,147,5.5,5.6,Investor,13,Not Renovated,2023,0,0,1,455679.5127746295,14033.487225370482,1.0307968360041484
RD-104119,2014,Timberlands,Mid,361880.0,352559.0,2019-06-25,2019-08-19,5,4,2,1834,2001,55,3.5,6.8,Owner-Occupied,23,Not Renovated,2019,0,0,0,349203.9144960515,3355.085503948503,1.0096078118390808
RD-104120,2023,Timberlands,Mid,507007.0,514303.0,2021-02-17,2021-02-24,4,1,2,2085,1991,7,2.0,7.8,Owner-Occupied,33,Not Renovated,2021,0,1,0,481151.0866713862,33151.913328613795,1.0689012541943104
RD-104121,2543,Westlake,Mid-High,369976.0,377659.0,2018-02-12,2018-04-01,6,3,1,1659,1981,48,3.0,6.5,Owner-Occupied,43,Not Renovated,2018,0,0,0,371986.21163616906,5672.788363830943,1.0152499963342172
RD-104122,1612,Timberlands,Mid,445184.0,459257.4,2017-02-12,2017-02-25,2,3,1,2154,1981,13,2.75,7.0,Owner-Occupied,43,Renovated,2017,0,0,0,426379.62655227084,32877.77344772918,1.0771091567239754
RD-104123,1927,Anders Park,Premium,668384.0,662072.0,2022-09-22,2022-12-26,2,1,2,2431,2001,95,4.5,5.9,Owner-Occupied,23,Not Renovated,2022,0,0,1,621111.3172202695,40960.68277973053,1.0659474101406596
RD-104124,2915,Clearview Ridge,Mid-Low,279256.0,299437.95,2022-07-17,2022-09-18,5,3,2,1369,2013,63,4.5,5.9,Owner-Occupied,11,Renovated,2022,0,0,1,289730.0762898513,9707.873710148735,1.0335066135848348
RD-104125,1687,Vanier Woods,Mid,219379.0,227042.55000000002,2023-03-26,2023-04-07,5,2,1,1032,1984,12,5.5,5.6,Owner-Occupied,40,Renovated,2023,0,0,1,223717.85588558568,3324.6941144143348,1.0148611030677617
RD-104126,2642,Oriole Park,Entry,456278.0,465204.0,2019-09-16,2020-01-23,5,1,2,2511,1987,129,3.5,6.8,Owner-Occupied,37,Not Renovated,2020,0,0,0,434773.570133546,30430.429866453982,1.0699914437234694
RD-104127,1612,Oriole Park,Entry,188801.0,193028.0,2016-12-07,2017-02-05,3,1,1,1129,1979,60,2.5,8.1,Owner-Occupied,45,Not Renovated,2017,0,0,0,181161.08891036344,11866.91108963656,1.0655047458646496
RD-104128,1259,Inglewood,Entry,444706.0,449562.0,2024-02-25,2024-08-07,3,3,1,2436,2018,164,4.75,6.1,Investor,6,Not Renovated,2024,0,0,0,422788.17176707735,26773.82823292265,1.0633268147522181
RD-104129,1989,Westlake,Mid-High,638845.0,688816.8,2023-05-27,2023-08-21,2,1,0,2581,2003,86,5.5,5.6,Investor,21,Renovated,2023,0,0,1,650153.5684450176,38663.231554982485,1.059467844877717
RD-104130,1965,Eastview Estates,Mid-Low,493876.0,532694.4,2019-09-30,2019-12-06,3,1,0,2572,1994,67,3.5,6.8,Investor,30,Renovated,2019,0,0,0,502147.2446408404,30547.15535915963,1.060833063777953
RD-104131,1365,Sunnybrook,Premium,495558.0,493535.0,2017-09-04,2017-10-05,6,4,0,1995,1990,31,2.75,7.0,Owner-Occupied,34,Not Renovated,2017,0,0,0,473554.1915262381,19980.808473761892,1.0421932881839033
RD-104132,2781,Inglewood,Entry,245102.0,249531.0,2023-08-08,2023-11-06,2,1,0,1431,2009,90,5.5,5.6,Owner-Occupied,15,Not Renovated,2023,0,0,1,245882.59853629384,3648.4014637061628,1.0148379815628459
RD-104133,2810,Vanier Woods,Mid,441919.0,453685.05000000005,2017-09-24,2018-01-13,4,1,2,2020,1977,111,2.75,7.0,Owner-Occupied,47,Renovated,2018,0,0,0,437263.09314329515,16421.9568567049,1.037556238141789
RD-104134,1543,Vanier Woods,Mid,227004.0,222029.0,2020-08-13,2020-09-26,4,1,2,1055,1980,44,2.45,9.5,Owner-Occupied,44,Not Renovated,2020,0,0,0,221495.55109858292,533.4489014170831,1.0024083955581558
RD-104135,1648,Anders Park,Premium,448509.0,452070.0,2017-12-08,2018-03-31,6,4,2,1769,2003,113,2.75,7.0,Investor,21,Not Renovated,2018,0,0,0,448420.37134841905,3649.628651580948,1.0081388556024036
RD-104136,2547,Vanier Woods,Mid,440367.0,452591.0,2017-01-22,2017-02-12,6,4,0,2063,1988,21,2.75,7.0,Owner-Occupied,36,Not Renovated,2017,0,0,0,422110.21425563854,30480.785744361463,1.0722104908030055
RD-104137,2930,Vanier Woods,Mid,460596.0,455219.0,2018-02-21,2018-04-15,5,3,0,2260,2021,53,3.0,6.5,Owner-Occupied,3,Not Renovated,2018,0,0,0,421024.84349264455,34194.15650735545,1.0812164817251522
RD-104138,1813,Clearview Ridge,Mid-Low,304135.0,295047.0,2016-03-03,2016-03-19,2,1,0,1639,1993,16,2.5,8.1,Owner-Occupied,31,Not Renovated,2016,1,0,0,297346.6424633392,-2299.6424633392016,0.9922661226496857
RD-104139,2910,Vanier Woods,Mid,214637.0,220561.0,2015-02-19,2015-08-04,3,1,0,1126,1996,166,2.75,7.2,Owner-Occupied,28,Not Renovated,2015,1,0,0,204676.8819872174,15884.118012782594,1.077605823669791
RD-104140,2039,Vanier Woods,Mid,258091.0,260863.0,2020-02-08,2020-07-08,2,4,0,1172,2018,151,2.45,9.5,Owner-Occupied,6,Not Renovated,2020,0,0,0,243863.58037000865,16999.419629991346,1.069708726510939
RD-104141,2152,Clearview Ridge,Mid-Low,562212.0,600768.0,2021-09-10,2021-12-15,5,2,2,2446,1980,96,2.0,7.8,Investor,44,Renovated,2021,0,1,0,554036.25636905,46731.74363094999,1.084347807735928
RD-104142,1574,Inglewood,Entry,399234.0,406975.0,2015-11-11,2016-03-28,6,4,2,2453,2010,138,2.75,7.2,Investor,14,Not Renovated,2016,1,0,0,399988.719226742,6986.280773258011,1.017466194513595
RD-104143,2132,Eastview Estates,Mid-Low,470859.0,469862.0,2020-07-04,2020-10-25,5,3,0,2406,1988,113,2.45,9.5,Owner-Occupied,36,Not Renovated,2020,0,0,0,459636.4197546708,10225.580245329184,1.0222471062036098
RD-104144,2910,Lancaster Green,Mid-High,431121.0,429995.0,2015-11-10,2015-12-17,6,1,2,2142,2011,37,2.75,7.2,Owner-Occupied,13,Not Renovated,2015,1,0,0,438031.7642048828,-8036.764204882784,0.9816525538519537
RD-104145,2012,Sunnybrook,Premium,410398.0,400964.0,2022-02-17,2022-04-04,6,4,0,1468,1977,46,4.5,5.9,Owner-Occupied,47,Not Renovated,2022,0,0,1,404449.6761356919,-3485.6761356918723,0.9913816814764306
RD-104146,2556,Timberlands,Mid,502056.0,536342.1,2017-11-01,2018-01-26,6,4,2,2414,1980,86,2.75,7.0,Investor,44,Renovated,2018,0,0,0,515469.98125807836,20872.118741921615,1.0404914340326477
RD-104147,1669,Vanier Woods,Mid,260777.0,278397.0,2024-04-15,2024-06-16,6,1,1,1132,2012,62,4.75,6.1,Owner-Occupied,12,Renovated,2024,0,0,0,266470.0783352527,11926.921664747293,1.0447589528222443
RD-104148,1268,Sunnybrook,Premium,384495.0,387259.0,2023-03-01,2023-08-26,2,3,1,1407,1995,178,5.5,5.6,Owner-Occupied,29,Not Renovated,2023,0,0,1,367774.1421943233,19484.8578056767,1.0529804996333356
RD-104149,2185,Oriole Park,Entry,465363.0,452323.0,2021-05-18,2021-06-19,4,2,2,2205,2000,32,2.0,7.8,Owner-Occupied,24,Not Renovated,2021,0,1,0,423030.87552922947,29292.124470770534,1.069243467002556
RD-104150,2283,Inglewood,Entry,223295.0,231873.6,2018-02-16,2018-05-10,3,2,1,1291,1980,83,3.0,6.5,Investor,44,Renovated,2018,0,0,0,216525.5074557472,15348.09254425281,1.0708835311118696
RD-104151,1923,Lancaster Green,Mid-High,390526.0,380089.0,2015-05-08,2015-08-26,4,4,1,1957,1975,110,2.75,7.2,Investor,49,Not Renovated,2015,1,0,0,354709.8382293663,25379.161770633713,1.0715490776836665
RD-104152,2125,Anders Park,Premium,646517.0,634333.0,2020-04-01,2020-09-15,4,2,1,2472,2010,167,2.45,9.5,Owner-Occupied,14,Not Renovated,2020,0,0,0,590825.0356270561,43507.964372943854,1.0736393377893472
RD-104153,2529,Timberlands,Mid,508630.0,501990.0,2022-09-14,2022-12-16,4,3,0,2297,2018,93,4.5,5.9,Owner-Occupied,6,Not Renovated,2022,0,0,1,473904.2640167156,28085.735983284423,1.059264577501868
RD-104154,2758,Eastview Estates,Mid-Low,499293.0,499393.0,2023-07-08,2023-07-22,6,4,1,2454,2004,14,5.5,5.6,Investor,20,Not Renovated,2023,0,0,1,474756.3767297958,24636.623270204174,1.0518931908611855
RD-104155,2594,Inglewood,Entry,206607.0,210073.0,2020-11-22,2021-04-13,3,1,0,1237,2022,142,2.45,9.5,Investor,2,Not Renovated,2021,0,1,0,213467.33791830583,-3394.3379183058278,0.9840990291470031
RD-104156,1246,Sunnybrook,Premium,439277.0,452117.0,2022-08-13,2023-02-04,2,3,1,1467,2023,175,4.5,5.9,Owner-Occupied,1,Not Renovated,2023,0,0,1,442101.39908232196,10015.600917678035,1.0226545334135282
RD-104157,2663,Vanier Woods,Mid,379830.0,384225.0,2023-10-10,2023-11-28,2,4,1,1724,2017,49,5.5,5.6,Owner-Occupied,7,Not Renovated,2023,0,0,1,391432.8986462365,-7207.898646236514,0.9815858639599152
RD-104158,2818,Sunnybrook,Premium,578224.0,575395.0,2018-02-18,2018-03-19,4,4,1,2321,2005,29,3.0,6.5,Owner-Occupied,19,Not Renovated,2018,0,0,0,550794.9619444154,24600.03805558465,1.0446627869810967
RD-104159,2860,Clearview Ridge,Mid-Low,230229.0,242653.95,2018-01-24,2018-03-08,4,3,1,1158,1978,43,3.0,6.5,Owner-Occupied,46,Renovated,2018,0,0,0,234346.12500230267,8307.824997697346,1.035451087563815
RD-104160,2560,Anders Park,Premium,282791.0,288268.05,2019-08-25,2019-12-28,2,1,2,1135,2004,125,3.5,6.8,Owner-Occupied,20,Renovated,2019,0,0,0,274563.171714919,13704.87828508101,1.0499152096746278
RD-104161,1130,Timberlands,Mid,368389.0,374019.0,2017-09-19,2017-11-03,2,3,2,1848,1993,45,2.75,7.0,Investor,31,Not Renovated,2017,0,0,0,350937.8256300678,23081.17436993221,1.0657699817011537
RD-104162,1352,Westlake,Mid-High,380285.0,388839.0,2020-03-13,2020-05-19,5,4,2,1530,2011,67,2.45,9.5,Owner-Occupied,13,Not Renovated,2020,0,0,0,363298.6821807526,25540.31781924737,1.0703011573450747
RD-104163,1195,Inglewood,Entry,467451.0,504385.35000000003,2022-05-16,2022-07-25,2,2,2,2561,1978,70,4.5,5.9,Owner-Occupied,46,Renovated,2022,0,0,1,511702.9321964023,-7317.582196402247,0.9856995500006367
RD-104164,2816,Eastview Estates,Mid-Low,365301.0,357867.0,2020-10-03,2020-11-02,6,2,1,1805,2000,30,2.45,9.5,Owner-Occupied,24,Not Renovated,2020,0,0,0,364552.3378263276,-6685.337826327595,0.9816615143214018
RD-104165,2939,Vanier Woods,Mid,409395.0,430166.10000000003,2020-03-28,2020-04-07,2,1,2,1980,1987,10,2.45,9.5,Owner-Occupied,37,Renovated,2020,0,0,0,397684.66629661253,32481.433703387505,1.0816763542981596
RD-104166,1929,Lancaster Green,Mid-High,283572.0,288941.0,2023-08-11,2023-10-28,3,1,1,1178,1997,78,5.5,5.6,Owner-Occupied,27,Not Renovated,2023,0,0,1,270169.82873908716,18771.171260912844,1.069479154458216
RD-104167,2689,Anders Park,Premium,296538.0,310890.3,2016-02-01,2016-06-15,5,3,2,1240,1980,135,2.5,8.1,Investor,44,Renovated,2016,1,0,0,299186.0292112693,11704.270788730704,1.0391203787810084
RD-104168,2405,Vanier Woods,Mid,278755.0,276315.0,2015-03-30,2015-06-05,5,3,0,1395,2021,67,2.75,7.2,Owner-Occupied,3,Not Renovated,2015,1,0,0,259358.47345161048,16956.52654838952,1.0653787259106196
RD-104169,2021,Eastview Estates,Mid-Low,275784.0,282474.15,2019-04-11,2019-10-07,2,3,0,1506,1999,179,3.5,6.8,Investor,25,Renovated,2019,0,0,0,270154.89848914195,12319.25151085807,1.0456006964143691
RD-104170,1644,Westlake,Mid-High,320910.0,312562.0,2022-04-13,2022-10-06,2,1,1,1320,1991,176,4.5,5.9,Owner-Occupied,33,Not Renovated,2022,0,0,1,291592.1013304827,20969.898669517308,1.0719151807399288
RD-104171,1226,Westlake,Mid-High,252916.0,251429.0,2021-08-21,2021-09-01,5,1,1,956,1981,11,2.0,7.8,Owner-Occupied,43,Not Renovated,2021,0,1,0,242792.7094480803,8636.290551919694,1.0355706337787154
RD-104172,1700,Sunnybrook,Premium,735901.0,743623.0,2021-07-16,2021-09-11,2,3,0,2505,1986,57,2.0,7.8,Owner-Occupied,38,Not Renovated,2021,0,1,0,704336.9965559633,39286.0034440367,1.0557772822329874
RD-104173,2499,Clearview Ridge,Mid-Low,481907.0,473237.0,2017-12-20,2018-02-04,5,2,2,2505,2023,46,2.75,7.0,Owner-Occupied,1,Not Renovated,2018,0,0,0,452031.48928720615,21205.510712793854,1.0469115785412033
RD-104174,2500,Westlake,Mid-High,341886.0,345690.0,2017-12-23,2018-06-17,5,1,0,1547,2001,176,2.75,7.0,Owner-Occupied,23,Not Renovated,2018,0,0,0,321295.0940484157,24394.905951584282,1.0759267925451368
RD-104175,1264,Inglewood,Entry,426408.0,455575.05000000005,2022-06-29,2022-12-10,6,3,1,2365,2022,164,4.5,5.9,Owner-Occupied,2,Renovated,2022,0,0,1,438633.49181086756,16941.558189132484,1.0386234943419173
RD-104176,2395,Vanier Woods,Mid,514153.0,529477.0,2015-12-16,2016-05-05,4,3,0,2593,2003,141,2.75,7.2,Owner-Occupied,21,Not Renovated,2016,1,0,0,539180.0690079099,-9703.069007909857,0.9820040287732381
RD-104177,2509,Westlake,Mid-High,401005.0,390420.0,2018-07-21,2018-12-10,6,2,2,1722,2016,142,3.0,6.5,Owner-Occupied,8,Not Renovated,2018,0,0,0,372024.69981633546,18395.30018366454,1.0494464485630823
RD-104178,2457,Inglewood,Entry,314597.0,327300.75,2016-03-12,2016-05-25,4,1,0,2088,1987,74,2.5,8.1,Investor,37,Renovated,2016,1,0,0,329802.28589778853,-2501.5358977885335,0.9924150437860707
RD-104179,1645,Lancaster Green,Mid-High,608916.0,648446.4,2019-02-26,2019-08-01,4,1,2,2590,1988,156,3.5,6.8,Owner-Occupied,36,Renovated,2019,0,0,0,651247.6327868969,-2801.2327868968714,0.995698667225999
RD-104180,1210,Westlake,Mid-High,511732.0,537184.2000000001,2022-01-18,2022-04-18,6,1,1,1940,1976,90,4.5,5.9,Owner-Occupied,48,Renovated,2022,0,0,1,545352.5379786254,-8168.337978625321,0.985021912598222
RD-104181,2595,Oriole Park,Entry,169694.0,172646.0,2015-07-06,2015-11-15,6,4,0,1080,1998,132,2.75,7.2,Owner-Occupied,26,Not Renovated,2015,1,0,0,172475.24468548648,170.75531451351708,1.0009900279592292
RD-104182,2963,Timberlands,Mid,259892.0,256544.0,2018-04-22,2018-05-30,4,4,1,1270,2006,38,3.0,6.5,Owner-Occupied,18,Not Renovated,2018,0,0,0,252942.04084009767,3601.959159902326,1.014240254992563
RD-104183,2400,Clearview Ridge,Mid-Low,278948.0,284081.0,2018-01-25,2018-06-23,6,2,0,1441,1994,149,3.0,6.5,Investor,30,Not Renovated,2018,0,0,0,285688.4565500581,-1607.4565500580939,0.9943733934178876
RD-104184,2418,Sunnybrook,Premium,406361.0,397240.0,2015-07-19,2015-11-12,6,2,1,1691,1994,116,2.75,7.2,Owner-Occupied,30,Not Renovated,2015,1,0,0,368465.7092944326,28774.2907055674,1.078092180574053
RD-104185,2473,Eastview Estates,Mid-Low,331252.0,336920.0,2023-04-27,2023-10-20,4,2,1,1645,2004,176,5.5,5.6,Owner-Occupied,20,Not Renovated,2023,0,0,1,325560.0905023422,11359.90949765779,1.034893433897654
RD-104186,1942,Timberlands,Mid,474857.0,487270.35000000003,2024-02-23,2024-07-20,4,4,0,2234,2012,148,4.75,6.1,Investor,12,Renovated,2024,0,0,0,496492.24536296434,-9221.895362964307,0.9814259025209496
RD-104187,2387,Sunnybrook,Premium,533786.0,537086.0,2024-12-07,2025-02-15,3,3,1,1858,1997,70,4.75,6.1,Owner-Occupied,27,Not Renovated,2025,0,0,0,535453.2666858283,1632.7333141716663,1.0030492545582501
RD-104188,2899,Clearview Ridge,Mid-Low,187989.0,197017.80000000002,2015-06-28,2015-07-26,6,2,0,1023,2015,28,2.75,7.2,Owner-Occupied,9,Renovated,2015,1,0,0,200210.9734415062,-3193.1734415061946,0.9840509569150109
RD-104189,1456,Westlake,Mid-High,402132.0,417087.30000000005,2019-12-09,2020-05-06,3,3,2,1713,1981,149,3.5,6.8,Owner-Occupied,43,Renovated,2020,0,0,0,416237.8748586952,849.4251413048478,1.002040720445234
RD-104190,1724,Clearview Ridge,Mid-Low,425965.0,434277.0,2016-05-24,2016-11-20,2,2,0,2484,1998,180,2.5,8.1,Owner-Occupied,26,Not Renovated,2016,1,0,0,437528.9516174872,-3251.9516174871824,0.9925674595807543
RD-104191,2751,Inglewood,Entry,268099.0,269277.0,2023-05-29,2023-11-24,3,3,1,1508,1984,179,5.5,5.6,Owner-Occupied,40,Not Renovated,2023,0,0,1,266760.05797977065,2516.942020229355,1.0094352281945456
RD-104192,2249,Lancaster Green,Mid-High,369994.0,375009.0,2016-09-28,2017-03-27,2,4,2,1775,1991,180,2.5,8.1,Owner-Occupied,33,Not Renovated,2017,0,0,0,373527.78961745044,1481.2103825495578,1.0039654623396737
RD-104193,1981,Inglewood,Entry,396380.0,406609.35000000003,2018-10-08,2018-12-30,4,3,1,2330,2021,83,3.0,6.5,Owner-Occupied,3,Renovated,2018,0,0,0,395353.5090515134,11255.840948486642,1.0284703200826277
RD-104194,2154,Anders Park,Premium,472223.0,464533.0,2020-01-12,2020-03-06,4,2,1,1909,2021,54,2.45,9.5,Owner-Occupied,3,Not Renovated,2020,0,0,0,470304.2511872292,-5771.25118722918,0.9877286859035181
RD-104195,1587,Vanier Woods,Mid,212730.0,214845.0,2024-07-13,2024-08-24,3,2,2,948,1988,42,4.75,6.1,Investor,36,Not Renovated,2024,0,0,0,215382.94847528765,-537.9484752876451,0.9975023627492527
RD-104196,1475,Clearview Ridge,Mid-Low,189612.0,191504.0,2016-06-13,2016-10-17,5,4,1,1109,2020,126,2.5,8.1,Investor,4,Not Renovated,2016,1,0,0,192344.41464648314,-840.4146464831429,0.9956306781872103
RD-104197,2821,Clearview Ridge,Mid-Low,286381.0,281766.0,2015-06-15,2015-08-30,4,1,0,1588,1985,76,2.75,7.2,Investor,39,Not Renovated,2015,1,0,0,278187.82823419553,3578.1717658044654,1.0128624310722616
RD-104198,1985,Sunnybrook,Premium,388020.0,390420.0,2015-11-22,2015-12-28,2,2,2,1617,1983,36,2.75,7.2,Owner-Occupied,41,Not Renovated,2015,1,0,0,371077.8102941804,19342.18970581959,1.052124350120762
