LINC,Listing_Number,Address,Community,Property_Type,Bedrooms,Bathrooms,Listing_Price,Year_Built,Square_Feet,Latitude,Longitude
LINC-103497,CGL-203497,"8060 8 Ave NE, Calgary, AB",Signal Hill,Detached,1,2.4,426685,1974,2554,51.05867,-114.07184
LINC-103498,CGL-203498,"1923 17 Ave SW, Calgary, AB",Tuscany,Townhouse,2,1.4,399763,2020,1106,51.102315,-114.13984
LINC-103499,CGL-203499,"3065 8 Ave NE, Calgary, AB",Signal Hill,Detached,3,1.0,541208,2010,1838,51.18005,-113.95692
LINC-103500,CGL-203500,"2648 Crowchild Trail NW, Calgary, AB",Brentwood,Condo,5,2.8,561595,1954,505,51.121145,-114.08184
LINC-103501,CGL-203501,"4571 17 Ave SW, Calgary, AB",Beltline,Townhouse,5,1.8,884744,1964,1434,50.97243,-114.088
LINC-103502,CGL-203502,"6211 Memorial Dr NE, Calgary, AB",Beltline,Townhouse,1,3.8,613886,1953,1787,51.04299,-114.23676
LINC-103503,CGL-203503,"3282 MacLeod Trail SE, Calgary, AB",Seton,Condo,2,1.5,924369,2017,2925,51.082365,-114.03124
LINC-103504,CGL-203504,"2250 Memorial Dr NE, Calgary, AB",Beltline,Condo,3,1.4,984222,1996,2504,51.09787,-113.94732
LINC-103505,CGL-203505,"9218 17 Ave SW, Calgary, AB",Signal Hill,Condo,5,1.7,383825,2019,570,51.1489,-113.94496
LINC-103506,CGL-203506,"1292 17 Ave SW, Calgary, AB",Tuscany,Detached,5,1.9,1158823,1992,1493,51.06854,-114.02104
LINC-103507,CGL-203507,"5036 17 Ave SW, Calgary, AB",Signal Hill,Condo,2,3.4,785338,1962,3186,50.86862,-114.14216
LINC-103508,CGL-203508,"4403 MacLeod Trail SE, Calgary, AB",Mahogany,Townhouse,4,3.4,551819,1966,2755,50.9011,-114.01952
LINC-103509,CGL-203509,"696 8 Ave NE, Calgary, AB",Beltline,Townhouse,5,3.0,889886,1978,592,50.902255,-113.99296
LINC-103510,CGL-203510,"6416 8 Ave NE, Calgary, AB",Seton,Condo,4,3.9,836411,1953,3259,51.173575,-114.03508
LINC-103511,CGL-203511,"3824 Centre St N, Calgary, AB",Signal Hill,Townhouse,1,3.0,352075,1978,3206,51.163985,-113.9226
LINC-103512,CGL-203512,"7384 MacLeod Trail SE, Calgary, AB",Brentwood,Townhouse,4,2.8,264408,1990,1859,50.888745,-114.2238
LINC-103513,CGL-203513,"9152 MacLeod Trail SE, Calgary, AB",Tuscany,Condo,3,2.8,570928,1952,2731,51.0369,-114.04124
LINC-103514,CGL-203514,"4658 8 Ave NE, Calgary, AB",Signal Hill,Townhouse,1,3.5,882021,2005,2820,51.186595,-114.09732
LINC-103515,CGL-203515,"900 Elbow Dr SW, Calgary, AB",Tuscany,Condo,2,2.6,1089912,2019,2257,51.06672,-114.0874
LINC-103516,CGL-203516,"342 Centre St N, Calgary, AB",Beltline,Townhouse,1,2.2,690798,2008,1485,51.18327,-114.17808
LINC-103517,CGL-203517,"3926 Centre St N, Calgary, AB",Seton,Condo,3,2.3,295331,1960,2134,50.933265,-114.27832
LINC-103518,CGL-203518,"5315 8 Ave NE, Calgary, AB",Mahogany,Condo,1,3.8,688571,2021,783,51.12545,-113.93048
LINC-103519,CGL-203519,"4996 Crowchild Trail NW, Calgary, AB",Signal Hill,Detached,2,2.1,915864,1952,2597,51.106935,-113.9298
LINC-103520,CGL-203520,"4693 8 Ave NE, Calgary, AB",Mahogany,Townhouse,4,2.8,418536,2000,1711,51.091955,-114.10928
LINC-103521,CGL-203521,"4513 MacLeod Trail SE, Calgary, AB",Mahogany,Condo,2,2.0,1169013,1951,2677,51.058635,-114.13724
LINC-103522,CGL-203522,"4720 Elbow Dr SW, Calgary, AB",Brentwood,Detached,2,3.7,432566,1977,1734,51.19321,-114.04268
LINC-103523,CGL-203523,"8493 17 Ave SW, Calgary, AB",Seton,Detached,3,1.2,993899,1966,1760,50.85301,-113.9394
LINC-103524,CGL-203524,"1912 Elbow Dr SW, Calgary, AB",Tuscany,Condo,2,3.8,667669,1963,1841,50.873205,-113.9078
LINC-103525,CGL-203525,"8858 MacLeod Trail SE, Calgary, AB",Tuscany,Condo,3,3.5,863374,1953,2073,51.196745,-114.27024
LINC-103526,CGL-203526,"2952 Memorial Dr NE, Calgary, AB",Mahogany,Townhouse,4,1.0,541032,1971,2011,51.116,-114.23352
LINC-103527,CGL-203527,"7508 17 Ave SW, Calgary, AB",Brentwood,Detached,2,3.0,900728,1993,3267,51.1293,-114.1862
LINC-103528,CGL-203528,"9926 MacLeod Trail SE, Calgary, AB",Tuscany,Detached,2,3.5,587807,2018,1070,51.17459,-114.02908
LINC-103529,CGL-203529,"8707 Centre St N, Calgary, AB",Brentwood,Detached,3,1.1,1118367,1967,2978,51.02206,-113.99868
LINC-103530,CGL-203530,"7228 Centre St N, Calgary, AB",Brentwood,Townhouse,5,2.8,714122,1970,906,50.926755,-113.92032
LINC-103531,CGL-203531,"8052 MacLeod Trail SE, Calgary, AB",Brentwood,Townhouse,2,3.5,277727,1988,856,50.942855,-113.90976
LINC-103532,CGL-203532,"6772 Centre St N, Calgary, AB",Signal Hill,Detached,1,2.1,502432,1972,2163,51.08324,-114.1928
LINC-103533,CGL-203533,"6366 Crowchild Trail NW, Calgary, AB",Brentwood,Condo,1,2.2,382332,1995,635,51.04873,-114.19664
LINC-103534,CGL-203534,"3629 17 Ave SW, Calgary, AB",Seton,Detached,5,1.5,297351,1988,2677,50.937675,-113.94216
LINC-103535,CGL-203535,"5970 17 Ave SW, Calgary, AB",Brentwood,Detached,1,2.3,954039,1956,935,51.187015,-114.28684
LINC-103536,CGL-203536,"9544 8 Ave NE, Calgary, AB",Panorama Hills,Detached,2,2.1,486656,2012,2974,51.00435,-113.96056
LINC-103537,CGL-203537,"8082 17 Ave SW, Calgary, AB",Signal Hill,Detached,1,1.2,272731,1973,3402,51.02689,-114.06864
LINC-103538,CGL-203538,"9631 Elbow Dr SW, Calgary, AB",Tuscany,Condo,1,2.1,443153,1993,2042,51.088945,-114.14772
LINC-103539,CGL-203539,"4700 Elbow Dr SW, Calgary, AB",Mahogany,Detached,5,3.2,621088,1989,510,51.1657,-114.0052
LINC-103540,CGL-203540,"7464 Crowchild Trail NW, Calgary, AB",Signal Hill,Detached,2,1.0,1082487,1994,3477,51.0502,-114.12704
LINC-103541,CGL-203541,"3658 8 Ave NE, Calgary, AB",Panorama Hills,Detached,1,3.9,932507,2009,2406,51.15037,-114.03068
LINC-103542,CGL-203542,"8856 Memorial Dr NE, Calgary, AB",Beltline,Condo,3,2.1,712518,1986,1503,50.98538,-114.105
LINC-103544,CGL-203544,"1810 17 Ave SW, Calgary, AB",Panorama Hills,Condo,4,2.3,691157,2004,1892,51.031335,-113.93136
LINC-103545,CGL-203545,"1057 MacLeod Trail SE, Calgary, AB",Brentwood,Townhouse,4,2.9,1046567,2003,774,50.96634,-114.05008
LINC-103546,CGL-203546,"2148 17 Ave SW, Calgary, AB",Seton,Townhouse,2,2.7,1111265,1991,2452,51.147955,-114.11416
LINC-103547,CGL-203547,"9069 17 Ave SW, Calgary, AB",Mahogany,Townhouse,1,3.4,905305,1957,1138,51.01961,-114.04476
LINC-103548,CGL-203548,"2263 8 Ave NE, Calgary, AB",Beltline,Townhouse,1,2.2,906475,2020,3284,51.13686,-113.96648
LINC-103549,CGL-203549,"7338 17 Ave SW, Calgary, AB",Mahogany,Townhouse,4,2.9,464431,1992,1507,50.932845,-114.03888
LINC-103550,CGL-203550,"2319 8 Ave NE, Calgary, AB",Brentwood,Townhouse,4,1.4,623015,1969,793,50.972675,-113.9012
LINC-103551,CGL-203551,"2361 Centre St N, Calgary, AB",Seton,Townhouse,5,3.2,928556,2015,2005,51.135565,-113.98524
LINC-103552,CGL-203552,"6884 8 Ave NE, Calgary, AB",Mahogany,Detached,1,1.9,409616,1989,1288,51.013415,-114.06004
LINC-103553,CGL-203553,"453 17 Ave SW, Calgary, AB",Beltline,Townhouse,2,2.4,603005,1981,2833,51.10319,-114.27804
LINC-103554,CGL-203554,"8912 Crowchild Trail NW, Calgary, AB",Panorama Hills,Detached,2,3.1,326702,1976,1086,50.99364,-113.93504
LINC-103555,CGL-203555,"4354 Centre St N, Calgary, AB",Tuscany,Townhouse,5,3.6,648447,1976,1019,50.888885,-114.27076
LINC-103556,CGL-203556,"7943 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,3,1.3,941127,2020,1326,50.9585,-114.12504
LINC-103558,CGL-203558,"2384 17 Ave SW, Calgary, AB",Beltline,Detached,3,3.0,281807,1999,1946,50.950205,-113.92428
LINC-103559,CGL-203559,"2781 Elbow Dr SW, Calgary, AB",Mahogany,Condo,3,1.6,716738,1978,2010,50.90593,-113.95484
LINC-103560,CGL-203560,"1142 Memorial Dr NE, Calgary, AB",Brentwood,Condo,2,4.0,581268,1994,1403,50.94863,-114.25536
LINC-103561,CGL-203561,"4178 Centre St N, Calgary, AB",Seton,Condo,4,1.9,1037869,1999,3013,50.92623,-114.1954
LINC-103562,CGL-203562,"7788 Centre St N, Calgary, AB",Tuscany,Townhouse,4,2.5,867276,2004,1154,51.09899,-113.93472
LINC-103563,CGL-203563,"2798 MacLeod Trail SE, Calgary, AB",Seton,Townhouse,3,3.1,1120801,1965,588,51.192055,-114.25536
LINC-103564,CGL-203564,"5127 Centre St N, Calgary, AB",Panorama Hills,Detached,3,1.0,683351,1966,2824,51.148935,-113.92604
LINC-103565,CGL-203565,"6961 MacLeod Trail SE, Calgary, AB",Mahogany,Townhouse,3,3.6,399940,1956,2227,51.07477,-113.91252
LINC-103566,CGL-203566,"2170 Memorial Dr NE, Calgary, AB",Mahogany,Condo,4,1.5,492656,1990,3376,51.040365,-114.18572
LINC-103567,CGL-203567,"456 Crowchild Trail NW, Calgary, AB",Mahogany,Townhouse,2,1.8,1169953,1984,1067,51.187995,-114.02752
LINC-103568,CGL-203568,"1295 8 Ave NE, Calgary, AB",Signal Hill,Detached,3,2.3,1070595,1997,517,51.049745,-113.91388
LINC-103569,CGL-203569,"3148 8 Ave NE, Calgary, AB",Seton,Detached,3,3.7,733885,2020,3324,50.944605,-113.9318
LINC-103571,CGL-203571,"2004 Memorial Dr NE, Calgary, AB",Signal Hill,Condo,1,2.4,463502,1979,3161,50.932285,-113.90172
LINC-103572,CGL-203572,"8778 8 Ave NE, Calgary, AB",Beltline,Condo,4,2.7,1131722,1968,1495,51.032875,-114.00064
LINC-103573,CGL-203573,"3263 Centre St N, Calgary, AB",Panorama Hills,Townhouse,2,3.1,844947,1984,1797,51.03585,-114.03232
LINC-103574,CGL-203574,"1149 Elbow Dr SW, Calgary, AB",Mahogany,Condo,4,3.3,716896,1951,2119,50.85231,-113.93756
LINC-103575,CGL-203575,"3329 Centre St N, Calgary, AB",Panorama Hills,Detached,2,3.5,1071898,2016,2246,51.01156,-114.14208
LINC-103576,CGL-203576,"3384 17 Ave SW, Calgary, AB",Beltline,Detached,2,3.6,1115537,1969,610,51.159715,-113.95652
LINC-103577,CGL-203577,"902 Elbow Dr SW, Calgary, AB",Panorama Hills,Townhouse,3,2.5,531460,1966,2088,50.98853,-114.20232
LINC-103578,CGL-203578,"4247 Memorial Dr NE, Calgary, AB",Seton,Townhouse,2,1.6,1039303,1977,2232,51.077395,-113.94416
LINC-103579,CGL-203579,"7495 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,1,3.8,784258,1971,3331,51.07813,-114.14752
LINC-103581,CGL-203581,"4248 Crowchild Trail NW, Calgary, AB",Tuscany,Condo,5,1.4,839605,1997,2217,50.92455,-113.95708
LINC-103582,CGL-203582,"4686 Crowchild Trail NW, Calgary, AB",Panorama Hills,Detached,1,3.6,402642,1983,3046,50.92784,-114.00212
LINC-103583,CGL-203583,"6155 Memorial Dr NE, Calgary, AB",Seton,Detached,5,3.8,642377,1956,3175,50.967565,-114.22604
LINC-103584,CGL-203584,"114 17 Ave SW, Calgary, AB",Beltline,Condo,3,2.2,748276,1994,2673,50.958325,-113.95208
LINC-103586,CGL-203586,"4282 Elbow Dr SW, Calgary, AB",Beltline,Detached,3,1.2,503745,1958,1927,50.92994,-113.998
LINC-103587,CGL-203587,"6746 Centre St N, Calgary, AB",Signal Hill,Condo,1,3.1,1124132,1992,1282,51.02913,-113.9596
LINC-103588,CGL-203588,"8659 Elbow Dr SW, Calgary, AB",Panorama Hills,Detached,3,2.5,477794,2011,1770,50.87828,-114.1182
LINC-103589,CGL-203589,"7605 MacLeod Trail SE, Calgary, AB",Tuscany,Townhouse,1,1.6,904799,1951,922,50.88339,-114.22368
LINC-103590,CGL-203590,"6707 Crowchild Trail NW, Calgary, AB",Tuscany,Condo,3,2.3,760717,2007,2748,51.00246,-114.11336
LINC-103592,CGL-203592,"8736 Elbow Dr SW, Calgary, AB",Signal Hill,Townhouse,2,2.5,357825,2005,882,50.915135,-114.05208
LINC-103593,CGL-203593,"1848 MacLeod Trail SE, Calgary, AB",Signal Hill,Condo,4,3.9,792490,2004,962,50.869775,-114.06984
LINC-103594,CGL-203594,"1495 Crowchild Trail NW, Calgary, AB",Signal Hill,Condo,4,2.3,857274,2016,1327,51.15457,-114.28676
LINC-103595,CGL-203595,"3363 8 Ave NE, Calgary, AB",Mahogany,Detached,4,3.6,1004363,1991,615,50.97523,-113.98352
LINC-103596,CGL-203596,"5553 Crowchild Trail NW, Calgary, AB",Brentwood,Condo,2,1.8,924888,2019,774,50.985485,-113.99848
LINC-103597,CGL-203597,"9734 MacLeod Trail SE, Calgary, AB",Mahogany,Condo,4,3.1,821927,1997,1511,51.158595,-114.2554
LINC-103598,CGL-203598,"6075 8 Ave NE, Calgary, AB",Brentwood,Townhouse,5,3.3,783913,1970,1656,51.105325,-114.13532
LINC-103600,CGL-203600,"9267 17 Ave SW, Calgary, AB",Beltline,Townhouse,3,2.6,530687,2004,2252,51.08023,-114.22308
LINC-103602,CGL-203602,"2584 Memorial Dr NE, Calgary, AB",Signal Hill,Condo,2,1.5,1115842,2009,1232,50.894205,-113.989
LINC-103603,CGL-203603,"7947 Memorial Dr NE, Calgary, AB",Mahogany,Condo,5,2.7,928794,1978,1544,50.85154,-114.14888
LINC-103604,CGL-203604,"5288 17 Ave SW, Calgary, AB",Panorama Hills,Condo,1,1.5,381891,2016,2018,51.07442,-114.21852
LINC-103605,CGL-203605,"5012 Centre St N, Calgary, AB",Beltline,Detached,1,3.4,739806,1974,531,50.93302,-114.0498
LINC-103606,CGL-203606,"8868 Crowchild Trail NW, Calgary, AB",Mahogany,Detached,1,2.9,1052711,1978,2775,51.12489,-114.1038
LINC-103607,CGL-203607,"2834 Centre St N, Calgary, AB",Seton,Condo,4,2.4,1033176,1964,995,50.925635,-114.2338
LINC-103608,CGL-203608,"8312 MacLeod Trail SE, Calgary, AB",Brentwood,Condo,2,3.1,754083,2014,2097,51.033505,-114.13764
LINC-103609,CGL-203609,"3350 17 Ave SW, Calgary, AB",Seton,Townhouse,1,1.0,336973,1968,799,51.004,-114.11608
LINC-103610,CGL-203610,"887 Memorial Dr NE, Calgary, AB",Brentwood,Townhouse,3,1.4,559543,1987,2502,50.87233,-114.2194
LINC-103611,CGL-203611,"3648 Elbow Dr SW, Calgary, AB",Beltline,Condo,4,3.5,975341,2007,2423,51.029235,-114.02124
LINC-103612,CGL-203612,"1639 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,4,3.8,960783,2010,943,51.034065,-113.94316
LINC-103613,CGL-203613,"6263 MacLeod Trail SE, Calgary, AB",Panorama Hills,Townhouse,4,2.0,668131,2001,2364,50.86827,-114.2966
LINC-103614,CGL-203614,"6763 MacLeod Trail SE, Calgary, AB",Beltline,Townhouse,5,3.2,645971,2017,1460,50.927315,-114.07408
LINC-103615,CGL-203615,"3291 MacLeod Trail SE, Calgary, AB",Seton,Condo,1,1.1,998054,1996,1123,50.94856,-114.25768
LINC-103616,CGL-203616,"2745 Memorial Dr NE, Calgary, AB",Seton,Condo,2,4.0,648314,1996,1303,50.8724,-114.1688
LINC-103617,CGL-203617,"7618 Crowchild Trail NW, Calgary, AB",Brentwood,Townhouse,2,1.4,342530,1959,1558,50.92049,-114.01388
LINC-103618,CGL-203618,"4095 Crowchild Trail NW, Calgary, AB",Panorama Hills,Detached,4,1.1,976956,1986,2458,51.15268,-113.92544
LINC-103619,CGL-203619,"4085 Centre St N, Calgary, AB",Beltline,Detached,3,2.5,921654,1964,838,51.11873,-113.90488
LINC-103620,CGL-203620,"5486 17 Ave SW, Calgary, AB",Panorama Hills,Townhouse,1,1.1,666248,1969,2216,50.9375,-114.01484
LINC-103621,CGL-203621,"246 17 Ave SW, Calgary, AB",Signal Hill,Detached,2,2.2,837753,2023,3439,51.07512,-114.15136
LINC-103622,CGL-203622,"3523 Elbow Dr SW, Calgary, AB",Tuscany,Condo,3,2.8,1155463,2021,1332,51.036935,-113.91652
LINC-103623,CGL-203623,"3715 MacLeod Trail SE, Calgary, AB",Tuscany,Townhouse,5,3.1,625554,2012,865,50.992835,-114.25132
LINC-103624,CGL-203624,"9932 8 Ave NE, Calgary, AB",Beltline,Condo,5,2.2,847829,1961,1532,51.026925,-114.15672
LINC-103625,CGL-203625,"6398 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,4,4.0,656153,1986,3280,50.981985,-113.98188
LINC-103626,CGL-203626,"4033 Memorial Dr NE, Calgary, AB",Brentwood,Detached,2,1.3,768893,1967,3192,51.05237,-114.15968
LINC-103627,CGL-203627,"6779 Centre St N, Calgary, AB",Tuscany,Detached,5,1.4,661928,2018,1864,51.13931,-113.96804
LINC-103628,CGL-203628,"4423 Memorial Dr NE, Calgary, AB",Signal Hill,Detached,4,3.0,554190,1950,661,51.011105,-114.20876
LINC-103629,CGL-203629,"663 Elbow Dr SW, Calgary, AB",Panorama Hills,Townhouse,2,1.1,660122,1956,853,50.935855,-114.22952
LINC-103630,CGL-203630,"5083 Elbow Dr SW, Calgary, AB",Panorama Hills,Condo,1,2.0,867850,1953,2791,51.0096,-114.19132
LINC-103631,CGL-203631,"5636 MacLeod Trail SE, Calgary, AB",Brentwood,Detached,4,3.6,670106,1975,3488,51.125765,-114.28828
LINC-103632,CGL-203632,"1034 Elbow Dr SW, Calgary, AB",Panorama Hills,Townhouse,2,4.0,585825,2003,3184,51.01443,-114.28784
LINC-103633,CGL-203633,"3656 Centre St N, Calgary, AB",Signal Hill,Townhouse,2,3.4,343752,1957,732,51.09962,-114.13052
LINC-103634,CGL-203634,"717 Crowchild Trail NW, Calgary, AB",Beltline,Townhouse,5,2.8,319170,2020,2316,50.928575,-114.20332
LINC-103635,CGL-203635,"8636 17 Ave SW, Calgary, AB",Panorama Hills,Detached,3,3.6,807522,1955,1210,51.167135,-114.11944
LINC-103636,CGL-203636,"8729 Elbow Dr SW, Calgary, AB",Brentwood,Condo,3,1.2,820168,1973,3059,51.1951,-113.95712
LINC-103637,CGL-203637,"928 Crowchild Trail NW, Calgary, AB",Panorama Hills,Detached,1,3.8,990585,1978,3094,51.14869,-113.97884
LINC-103638,CGL-203638,"7366 Centre St N, Calgary, AB",Mahogany,Detached,2,3.3,663042,1971,2686,51.17242,-114.0556
LINC-103639,CGL-203639,"505 Crowchild Trail NW, Calgary, AB",Seton,Detached,2,4.0,957137,2004,2629,51.097835,-114.03576
LINC-103640,CGL-203640,"1194 MacLeod Trail SE, Calgary, AB",Seton,Townhouse,3,3.3,1187562,1982,2375,51.019645,-114.25496
LINC-103641,CGL-203641,"161 Memorial Dr NE, Calgary, AB",Tuscany,Townhouse,2,1.2,1118439,1961,648,50.85686,-114.06408
LINC-103642,CGL-203642,"5815 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,2,1.0,892643,2005,2536,51.19622,-113.90948
LINC-103643,CGL-203643,"3422 Crowchild Trail NW, Calgary, AB",Mahogany,Townhouse,5,1.9,396284,1962,2784,50.980725,-113.98096
LINC-103644,CGL-203644,"9676 17 Ave SW, Calgary, AB",Panorama Hills,Condo,2,3.0,885860,1979,2443,51.165665,-114.0264
LINC-103645,CGL-203645,"6787 Elbow Dr SW, Calgary, AB",Seton,Condo,1,3.3,358890,2001,2489,51.10389,-114.12492
LINC-103646,CGL-203646,"7098 Centre St N, Calgary, AB",Panorama Hills,Detached,5,2.5,667467,1966,3195,50.969735,-114.10256
LINC-103647,CGL-203647,"8796 Crowchild Trail NW, Calgary, AB",Seton,Detached,4,3.8,703448,2019,2654,51.18117,-114.11384
LINC-103648,CGL-203648,"5957 17 Ave SW, Calgary, AB",Beltline,Townhouse,4,3.6,1070318,1970,2383,51.169025,-113.9418
LINC-103649,CGL-203649,"6678 8 Ave NE, Calgary, AB",Signal Hill,Detached,2,2.3,706110,2006,2608,51.03711,-114.20144
LINC-103650,CGL-203650,"8535 17 Ave SW, Calgary, AB",Signal Hill,Townhouse,2,2.3,666370,1960,2118,50.98461,-113.99464
LINC-103651,CGL-203651,"5422 8 Ave NE, Calgary, AB",Brentwood,Townhouse,5,3.0,998815,2018,2995,51.03312,-113.99848
LINC-103652,CGL-203652,"111 Centre St N, Calgary, AB",Tuscany,Townhouse,5,1.7,583437,2022,2693,51.034555,-114.15996
LINC-103654,CGL-203654,"5387 Crowchild Trail NW, Calgary, AB",Seton,Condo,4,1.9,825715,1974,2781,51.007255,-114.02284
LINC-103655,CGL-203655,"6151 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,3,1.1,325958,1987,1011,50.87296,-114.03964
LINC-103656,CGL-203656,"7322 17 Ave SW, Calgary, AB",Seton,Condo,3,2.4,861018,1974,2841,50.88766,-114.09428
LINC-103657,CGL-203657,"1246 Memorial Dr NE, Calgary, AB",Brentwood,Townhouse,3,3.6,617965,1961,2688,51.177915,-114.2236
LINC-103658,CGL-203658,"8830 Centre St N, Calgary, AB",Beltline,Townhouse,1,3.5,573349,2017,2255,50.87184,-114.12904
LINC-103659,CGL-203659,"745 17 Ave SW, Calgary, AB",Seton,Townhouse,3,3.3,254574,1973,1572,51.185545,-114.22
LINC-103660,CGL-203660,"4519 Crowchild Trail NW, Calgary, AB",Panorama Hills,Townhouse,2,2.6,718929,2021,2512,50.982125,-114.27504
LINC-103662,CGL-203662,"3314 17 Ave SW, Calgary, AB",Beltline,Detached,2,2.0,263833,1958,3136,51.152155,-114.21924
LINC-103663,CGL-203663,"8409 Centre St N, Calgary, AB",Seton,Townhouse,1,2.5,429217,2023,594,50.95353,-114.02588
LINC-103665,CGL-203665,"3197 Centre St N, Calgary, AB",Signal Hill,Detached,1,2.9,266438,1999,1188,51.18789,-114.14492
LINC-103666,CGL-203666,"785 17 Ave SW, Calgary, AB",Seton,Condo,2,1.1,392712,1983,1207,51.016915,-113.94856
LINC-103667,CGL-203667,"6406 Elbow Dr SW, Calgary, AB",Panorama Hills,Condo,2,1.8,1094030,2023,2348,51.14134,-114.09356
LINC-103668,CGL-203668,"6055 8 Ave NE, Calgary, AB",Mahogany,Townhouse,3,4.0,981157,1991,2526,50.85553,-114.28996
LINC-103669,CGL-203669,"1607 Memorial Dr NE, Calgary, AB",Panorama Hills,Condo,3,2.2,945567,1997,2171,51.088035,-114.23172
LINC-103670,CGL-203670,"8227 MacLeod Trail SE, Calgary, AB",Beltline,Townhouse,4,2.6,766892,1976,1982,51.116525,-113.90984
LINC-103671,CGL-203671,"5079 MacLeod Trail SE, Calgary, AB",Tuscany,Detached,3,2.0,318769,1985,2059,50.85035,-114.28204
LINC-103672,CGL-203672,"7130 Crowchild Trail NW, Calgary, AB",Signal Hill,Townhouse,4,2.1,1166453,2015,1313,51.19706,-114.29616
LINC-103673,CGL-203673,"4485 Crowchild Trail NW, Calgary, AB",Brentwood,Condo,5,3.2,489747,1995,3182,51.000255,-114.02612
LINC-103674,CGL-203674,"9062 Centre St N, Calgary, AB",Panorama Hills,Detached,4,3.5,476318,2005,2104,51.18187,-114.0866
LINC-103675,CGL-203675,"5010 Crowchild Trail NW, Calgary, AB",Tuscany,Detached,2,1.1,945201,2008,2436,51.167765,-114.1442
LINC-103676,CGL-203676,"6078 Crowchild Trail NW, Calgary, AB",Mahogany,Detached,5,3.7,554850,1981,1151,51.071655,-114.02304
LINC-103677,CGL-203677,"6793 Memorial Dr NE, Calgary, AB",Seton,Townhouse,5,1.7,1119396,1982,1731,51.11677,-114.20968
LINC-103678,CGL-203678,"4095 Memorial Dr NE, Calgary, AB",Panorama Hills,Condo,5,3.1,1158612,2018,629,51.002005,-114.15928
LINC-103679,CGL-203679,"5933 17 Ave SW, Calgary, AB",Seton,Townhouse,3,2.0,312467,1996,3452,50.9977,-114.00208
LINC-103680,CGL-203680,"622 Crowchild Trail NW, Calgary, AB",Brentwood,Townhouse,3,2.2,423208,1951,709,50.928155,-114.11268
LINC-103681,CGL-203681,"7601 8 Ave NE, Calgary, AB",Tuscany,Detached,5,3.3,844694,1955,3354,51.08807,-113.90176
LINC-103683,CGL-203683,"5758 Elbow Dr SW, Calgary, AB",Panorama Hills,Townhouse,1,1.7,279965,1958,2227,50.933055,-114.2988
LINC-103685,CGL-203685,"179 MacLeod Trail SE, Calgary, AB",Tuscany,Detached,2,3.9,348789,1989,1359,51.144525,-114.0628
LINC-103686,CGL-203686,"5726 8 Ave NE, Calgary, AB",Beltline,Detached,4,2.8,1059268,1979,1416,51.093215,-114.0176
LINC-103687,CGL-203687,"8152 Crowchild Trail NW, Calgary, AB",Seton,Condo,2,1.2,1006600,1962,957,51.154115,-114.24708
LINC-103688,CGL-203688,"2430 8 Ave NE, Calgary, AB",Panorama Hills,Condo,5,1.1,1161146,1971,2142,51.191495,-114.07584
LINC-103689,CGL-203689,"5964 8 Ave NE, Calgary, AB",Mahogany,Condo,2,2.7,1131320,1998,1250,50.96214,-114.15628
LINC-103690,CGL-203690,"5735 17 Ave SW, Calgary, AB",Panorama Hills,Detached,5,2.1,484298,2017,1288,51.02157,-114.23752
LINC-103691,CGL-203691,"9176 Elbow Dr SW, Calgary, AB",Panorama Hills,Condo,3,1.9,334145,1983,3088,51.029865,-114.10892
LINC-103692,CGL-203692,"7167 17 Ave SW, Calgary, AB",Seton,Townhouse,1,2.8,589926,1962,821,50.88367,-114.056
LINC-103693,CGL-203693,"7909 Elbow Dr SW, Calgary, AB",Tuscany,Condo,3,1.9,967501,1978,3320,50.878525,-114.05436
LINC-103694,CGL-203694,"7534 Elbow Dr SW, Calgary, AB",Beltline,Condo,2,2.4,820232,1963,2202,51.183585,-114.27772
LINC-103695,CGL-203695,"7565 8 Ave NE, Calgary, AB",Brentwood,Condo,3,2.2,1134412,1967,855,51.067105,-114.0832
LINC-103696,CGL-203696,"5301 Memorial Dr NE, Calgary, AB",Mahogany,Condo,4,3.2,1049535,1971,2242,50.960425,-114.19116
LINC-103697,CGL-203697,"4316 17 Ave SW, Calgary, AB",Brentwood,Condo,1,2.5,801256,1965,2593,50.89039,-114.01524
LINC-103699,CGL-203699,"3934 17 Ave SW, Calgary, AB",Signal Hill,Condo,2,1.1,1135084,1980,3033,50.85812,-114.26404
LINC-103700,CGL-203700,"9892 MacLeod Trail SE, Calgary, AB",Beltline,Condo,4,3.8,575860,1992,633,50.93526,-114.25052
LINC-103701,CGL-203701,"5505 Elbow Dr SW, Calgary, AB",Signal Hill,Townhouse,5,1.4,1110764,1966,3273,51.149145,-114.22996
LINC-103702,CGL-203702,"6961 Centre St N, Calgary, AB",Brentwood,Townhouse,1,3.8,1047535,1977,1648,51.13889,-113.94996
LINC-103703,CGL-203703,"3854 Memorial Dr NE, Calgary, AB",Seton,Townhouse,5,2.6,290347,1989,2556,51.02416,-114.03124
LINC-103704,CGL-203704,"5738 Memorial Dr NE, Calgary, AB",Beltline,Townhouse,3,3.0,309962,1968,2012,50.95563,-113.99956
