LINC,Listing_Number,Address,Community,Property_Type,Bedrooms,Bathrooms,Listing_Price,Year_Built,Square_Feet
LINC-103743,CGL-203743,"6338 17 Ave SW, Calgary, AB",Tuscany,Condo,4,3.7,434453,2013,2237
LINC-103744,CGL-203744,"3455 Elbow Dr SW, Calgary, AB",Brentwood,Detached,3,3.9,365815,1959,2372
LINC-103745,CGL-203745,"6917 Memorial Dr NE, Calgary, AB",Beltline,Townhouse,3,1.5,953534,1963,2034
LINC-103746,CGL-203746,"3140 MacLeod Trail SE, Calgary, AB",Signal Hill,Detached,1,2.8,807700,2003,1348
LINC-103747,CGL-203747,"6910 MacLeod Trail SE, Calgary, AB",Mahogany,Detached,3,2.2,645426,2018,2815
LINC-103748,CGL-203748,"6448 Crowchild Trail NW, Calgary, AB",Signal Hill,Condo,1,1.6,827981,2021,1447
LINC-103749,CGL-203749,"148 17 Ave SW, Calgary, AB",Tuscany,Townhouse,2,2.5,882659,1979,2144
LINC-103750,CGL-203750,"3819 Elbow Dr SW, Calgary, AB",Seton,Detached,3,2.7,439923,1968,3395
LINC-103751,CGL-203751,"9829 17 Ave SW, Calgary, AB",Panorama Hills,Townhouse,2,2.4,310451,1999,1850
LINC-103752,CGL-203752,"9902 8 Ave NE, Calgary, AB",Tuscany,Detached,1,3.7,302302,1998,3308
LINC-103753,CGL-203753,"2478 Crowchild Trail NW, Calgary, AB",Beltline,Detached,5,2.4,384513,2015,1142
LINC-103754,CGL-203754,"4700 Centre St N, Calgary, AB",Beltline,Townhouse,2,1.1,812533,1964,2328
LINC-103755,CGL-203755,"9658 Memorial Dr NE, Calgary, AB",Mahogany,Townhouse,1,3.5,753797,1992,3273
LINC-103756,CGL-203756,"7443 Crowchild Trail NW, Calgary, AB",Signal Hill,Townhouse,5,3.0,1123076,2023,2454
LINC-103757,CGL-203757,"4767 Crowchild Trail NW, Calgary, AB",Signal Hill,Condo,5,2.8,581060,1970,1052
LINC-103758,CGL-203758,"1844 Centre St N, Calgary, AB",Beltline,Detached,3,2.6,679097,1992,2210
LINC-103759,CGL-203759,"5931 Crowchild Trail NW, Calgary, AB",Panorama Hills,Detached,5,2.9,945111,1963,538
LINC-103760,CGL-203760,"7188 17 Ave SW, Calgary, AB",Mahogany,Detached,3,2.2,505070,1962,2170
LINC-103761,CGL-203761,"3378 Memorial Dr NE, Calgary, AB",Beltline,Detached,5,2.4,634327,1995,2337
LINC-103762,CGL-203762,"3016 Elbow Dr SW, Calgary, AB",Seton,Condo,1,2.3,569908,2002,1392
LINC-103763,CGL-203763,"8095 Crowchild Trail NW, Calgary, AB",Signal Hill,Detached,1,2.7,1184949,1977,2652
LINC-103764,CGL-203764,"9766 Elbow Dr SW, Calgary, AB",Signal Hill,Townhouse,1,2.2,424786,1956,966
LINC-103765,CGL-203765,"3494 Elbow Dr SW, Calgary, AB",Seton,Detached,4,1.2,767736,1994,1272
LINC-103766,CGL-203766,"2913 17 Ave SW, Calgary, AB",Mahogany,Detached,2,2.3,376389,1980,814
LINC-103767,CGL-203767,"7803 Crowchild Trail NW, Calgary, AB",Seton,Townhouse,3,1.8,288410,1955,1771
LINC-103768,CGL-203768,"9964 Memorial Dr NE, Calgary, AB",Beltline,Detached,4,3.0,880589,1995,1711
LINC-103769,CGL-203769,"6187 Crowchild Trail NW, Calgary, AB",Seton,Condo,5,1.7,978597,2003,1460
LINC-103770,CGL-203770,"9892 Crowchild Trail NW, Calgary, AB",Signal Hill,Detached,2,2.4,541977,1977,2972
LINC-103771,CGL-203771,"2625 8 Ave NE, Calgary, AB",Tuscany,Condo,1,2.3,535557,1958,2958
LINC-103772,CGL-203772,"3118 MacLeod Trail SE, Calgary, AB",Signal Hill,Detached,3,3.5,1159793,2003,1235
LINC-103773,CGL-203773,"1841 Memorial Dr NE, Calgary, AB",Panorama Hills,Detached,2,2.2,289135,1965,3351
LINC-103774,CGL-203774,"8980 Centre St N, Calgary, AB",Brentwood,Townhouse,5,1.8,520750,1962,1351
LINC-103775,CGL-203775,"9190 MacLeod Trail SE, Calgary, AB",Tuscany,Detached,1,1.9,478199,1956,2970
LINC-103776,CGL-203776,"4070 17 Ave SW, Calgary, AB",Seton,Condo,5,2.2,943609,1993,3046
LINC-103777,CGL-203777,"855 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,3,2.1,1076550,2018,2403
LINC-103778,CGL-203778,"2321 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,1,2.7,1035654,1972,3377
LINC-103779,CGL-203779,"1863 Centre St N, Calgary, AB",Mahogany,Townhouse,2,2.0,1047373,1961,2214
LINC-103780,CGL-203780,"6661 Crowchild Trail NW, Calgary, AB",Beltline,Detached,2,1.6,901899,2010,1286
LINC-103781,CGL-203781,"7125 Centre St N, Calgary, AB",Beltline,Condo,2,1.4,938770,1978,3394
LINC-103782,CGL-203782,"4912 17 Ave SW, Calgary, AB",Panorama Hills,Detached,3,1.4,429988,1971,1607
LINC-103783,CGL-203783,"1641 Elbow Dr SW, Calgary, AB",Signal Hill,Townhouse,2,3.4,314310,2002,3259
LINC-103784,CGL-203784,"4124 8 Ave NE, Calgary, AB",Panorama Hills,Detached,4,1.9,1195592,1951,885
LINC-103785,CGL-203785,"9017 17 Ave SW, Calgary, AB",Panorama Hills,Condo,3,1.8,560935,2020,1608
LINC-103786,CGL-203786,"2644 Elbow Dr SW, Calgary, AB",Panorama Hills,Detached,2,3.1,506534,1997,529
LINC-103787,CGL-203787,"9945 MacLeod Trail SE, Calgary, AB",Mahogany,Condo,3,3.1,345275,1965,3237
LINC-103788,CGL-203788,"8533 Centre St N, Calgary, AB",Panorama Hills,Detached,3,2.2,537272,1951,3009
LINC-103789,CGL-203789,"9536 MacLeod Trail SE, Calgary, AB",Beltline,Condo,4,2.1,901162,2019,3039
LINC-103790,CGL-203790,"1164 8 Ave NE, Calgary, AB",Mahogany,Detached,3,1.9,917195,1967,1729
LINC-103791,CGL-203791,"5421 17 Ave SW, Calgary, AB",Panorama Hills,Townhouse,5,1.2,1114710,1972,2079
LINC-103792,CGL-203792,"1346 Elbow Dr SW, Calgary, AB",Seton,Detached,1,2.9,583768,1999,1808
LINC-103793,CGL-203793,"4477 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,5,4.0,286944,1972,1490
LINC-103794,CGL-203794,"7968 Centre St N, Calgary, AB",Panorama Hills,Condo,4,2.7,693994,1972,1187
LINC-103795,CGL-203795,"9436 MacLeod Trail SE, Calgary, AB",Brentwood,Detached,5,2.2,846305,1982,880
LINC-103796,CGL-203796,"1171 Elbow Dr SW, Calgary, AB",Seton,Townhouse,2,2.8,267031,1979,1751
LINC-103797,CGL-203797,"2177 MacLeod Trail SE, Calgary, AB",Panorama Hills,Townhouse,2,1.9,646934,2004,3258
LINC-103798,CGL-203798,"3011 Crowchild Trail NW, Calgary, AB",Panorama Hills,Detached,3,2.2,461363,1988,3262
LINC-103799,CGL-203799,"8576 Crowchild Trail NW, Calgary, AB",Signal Hill,Detached,2,1.8,745598,1997,919
LINC-103800,CGL-203800,"8731 Centre St N, Calgary, AB",Mahogany,Townhouse,3,3.2,782393,2005,1982
LINC-103801,CGL-203801,"4818 8 Ave NE, Calgary, AB",Tuscany,Detached,5,1.5,900350,1967,2771
LINC-103802,CGL-203802,"5502 MacLeod Trail SE, Calgary, AB",Beltline,Condo,3,1.6,1111082,1952,2865
LINC-103803,CGL-203803,"5791 8 Ave NE, Calgary, AB",Seton,Townhouse,5,3.4,641347,1984,2464
LINC-103804,CGL-203804,"235 8 Ave NE, Calgary, AB",Signal Hill,Condo,5,3.6,692446,1986,1838
LINC-103805,CGL-203805,"3532 MacLeod Trail SE, Calgary, AB",Signal Hill,Detached,4,2.2,296977,1983,2375
LINC-103806,CGL-203806,"2141 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,2,1.0,1049038,1993,1622
LINC-103807,CGL-203807,"2334 Crowchild Trail NW, Calgary, AB",Signal Hill,Condo,2,3.8,548636,2001,3231
LINC-103808,CGL-203808,"6281 Crowchild Trail NW, Calgary, AB",Mahogany,Condo,4,2.8,890984,1983,2371
LINC-103809,CGL-203809,"368 Centre St N, Calgary, AB",Panorama Hills,Detached,4,3.1,1146675,1952,2274
LINC-103810,CGL-203810,"9672 17 Ave SW, Calgary, AB",Beltline,Condo,5,2.3,336020,1960,607
LINC-103811,CGL-203811,"3620 Memorial Dr NE, Calgary, AB",Signal Hill,Condo,4,1.3,661239,2011,1968
LINC-103812,CGL-203812,"6962 Centre St N, Calgary, AB",Panorama Hills,Condo,1,3.0,330293,2019,3481
LINC-103813,CGL-203813,"8376 Centre St N, Calgary, AB",Beltline,Townhouse,1,2.2,944352,1987,1568
LINC-103814,CGL-203814,"9323 Elbow Dr SW, Calgary, AB",Panorama Hills,Detached,2,1.9,467566,1997,3001
LINC-103815,CGL-203815,"7226 Crowchild Trail NW, Calgary, AB",Signal Hill,Condo,1,3.6,541754,1991,568
LINC-103816,CGL-203816,"5590 Memorial Dr NE, Calgary, AB",Mahogany,Condo,5,3.4,490465,2012,1905
LINC-103817,CGL-203817,"5193 17 Ave SW, Calgary, AB",Brentwood,Townhouse,3,3.7,1084042,2021,2280
LINC-103818,CGL-203818,"1281 Centre St N, Calgary, AB",Seton,Townhouse,5,2.8,1193203,1992,2325
LINC-103819,CGL-203819,"2137 MacLeod Trail SE, Calgary, AB",Beltline,Detached,3,1.2,1154086,1980,2707
LINC-103820,CGL-203820,"5403 Memorial Dr NE, Calgary, AB",Panorama Hills,Condo,4,3.2,1042272,1998,1732
LINC-103821,CGL-203821,"8524 Memorial Dr NE, Calgary, AB",Beltline,Townhouse,4,3.3,511481,2016,3149
LINC-103822,CGL-203822,"4810 Crowchild Trail NW, Calgary, AB",Brentwood,Townhouse,4,3.6,1160344,1956,3249
LINC-103823,CGL-203823,"6413 8 Ave NE, Calgary, AB",Tuscany,Townhouse,3,1.7,1005069,1960,589
LINC-103824,CGL-203824,"1401 Memorial Dr NE, Calgary, AB",Seton,Detached,4,2.6,645703,1992,844
LINC-103825,CGL-203825,"3514 17 Ave SW, Calgary, AB",Seton,Condo,5,3.6,404591,2012,2382
LINC-103826,CGL-203826,"5838 Crowchild Trail NW, Calgary, AB",Mahogany,Condo,1,3.7,656104,1991,2199
LINC-103827,CGL-203827,"2503 17 Ave SW, Calgary, AB",Brentwood,Townhouse,4,1.6,568813,1986,1365
LINC-103828,CGL-203828,"9850 MacLeod Trail SE, Calgary, AB",Mahogany,Townhouse,5,2.1,1024635,1981,1452
LINC-103829,CGL-203829,"1819 Crowchild Trail NW, Calgary, AB",Beltline,Townhouse,2,1.6,638794,2006,3283
LINC-103830,CGL-203830,"7008 17 Ave SW, Calgary, AB",Mahogany,Townhouse,1,2.3,480519,1965,2328
LINC-103831,CGL-203831,"5039 MacLeod Trail SE, Calgary, AB",Seton,Condo,4,2.4,698798,1972,3265
LINC-103832,CGL-203832,"6874 8 Ave NE, Calgary, AB",Mahogany,Detached,4,2.3,578373,1955,2586
LINC-103833,CGL-203833,"9181 Crowchild Trail NW, Calgary, AB",Mahogany,Condo,3,3.4,1060951,1997,3011
LINC-103834,CGL-203834,"4566 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,2,3.8,1130081,2014,3419
LINC-103835,CGL-203835,"5576 8 Ave NE, Calgary, AB",Signal Hill,Condo,2,2.3,732025,1982,612
LINC-103836,CGL-203836,"4032 Centre St N, Calgary, AB",Mahogany,Condo,4,2.7,545061,1953,1586
LINC-103837,CGL-203837,"2562 17 Ave SW, Calgary, AB",Seton,Condo,4,2.4,334428,1989,2944
LINC-103838,CGL-203838,"7393 MacLeod Trail SE, Calgary, AB",Brentwood,Condo,1,1.2,1041025,2010,1350
LINC-103839,CGL-203839,"3507 17 Ave SW, Calgary, AB",Signal Hill,Townhouse,1,3.4,924601,1955,2838
LINC-103840,CGL-203840,"4650 Elbow Dr SW, Calgary, AB",Beltline,Condo,3,2.2,1011237,2014,1114
LINC-103841,CGL-203841,"4067 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,3,2.0,800852,1992,3181
LINC-103842,CGL-203842,"7024 MacLeod Trail SE, Calgary, AB",Brentwood,Condo,2,3.7,1156933,1966,2185
LINC-103843,CGL-203843,"7142 17 Ave SW, Calgary, AB",Panorama Hills,Townhouse,1,3.6,288607,1983,2410
LINC-103844,CGL-203844,"573 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,1,1.2,1021345,1981,1760
LINC-103845,CGL-203845,"9683 Memorial Dr NE, Calgary, AB",Panorama Hills,Condo,4,1.2,879152,2014,2825
LINC-103846,CGL-203846,"9792 Elbow Dr SW, Calgary, AB",Mahogany,Condo,1,1.3,356747,1990,2557
LINC-103847,CGL-203847,"3623 Elbow Dr SW, Calgary, AB",Mahogany,Condo,4,2.3,577112,1989,2426
LINC-103848,CGL-203848,"7451 Centre St N, Calgary, AB",Beltline,Townhouse,4,2.5,951423,1950,1649
LINC-103849,CGL-203849,"7662 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,4,3.0,1150201,1999,2742
LINC-103850,CGL-203850,"2512 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,3,3.1,636777,2001,1905
LINC-103851,CGL-203851,"9936 Crowchild Trail NW, Calgary, AB",Tuscany,Detached,5,2.9,321092,1985,3442
LINC-103852,CGL-203852,"2788 Elbow Dr SW, Calgary, AB",Brentwood,Townhouse,2,1.0,439247,2023,3385
LINC-103853,CGL-203853,"3146 Centre St N, Calgary, AB",Mahogany,Condo,1,1.9,1128891,2011,3286
LINC-103854,CGL-203854,"4064 Crowchild Trail NW, Calgary, AB",Signal Hill,Condo,2,3.7,320344,1982,724
LINC-103855,CGL-203855,"5909 17 Ave SW, Calgary, AB",Brentwood,Detached,5,2.2,283797,1989,2484
LINC-103856,CGL-203856,"5138 Centre St N, Calgary, AB",Seton,Detached,2,2.7,1128715,1961,1537
LINC-103857,CGL-203857,"7534 Elbow Dr SW, Calgary, AB",Panorama Hills,Townhouse,3,1.5,727319,1988,1738
LINC-103858,CGL-203858,"2200 17 Ave SW, Calgary, AB",Brentwood,Condo,5,1.8,358120,1952,3253
LINC-103859,CGL-203859,"2827 Elbow Dr SW, Calgary, AB",Brentwood,Townhouse,4,2.9,1129024,1995,836
LINC-103860,CGL-203860,"8902 Elbow Dr SW, Calgary, AB",Panorama Hills,Townhouse,4,2.2,1159182,2013,2462
LINC-103861,CGL-203861,"5055 17 Ave SW, Calgary, AB",Brentwood,Detached,2,3.8,330063,2014,3261
LINC-103862,CGL-203862,"3178 17 Ave SW, Calgary, AB",Brentwood,Condo,5,2.1,530531,2003,1803
LINC-103863,CGL-203863,"8857 Memorial Dr NE, Calgary, AB",Beltline,Condo,2,3.9,802838,2018,1993
LINC-103864,CGL-203864,"2849 Elbow Dr SW, Calgary, AB",Beltline,Condo,5,2.8,610424,1957,2864
LINC-103865,CGL-203865,"8660 MacLeod Trail SE, Calgary, AB",Panorama Hills,Townhouse,1,3.8,830911,1998,1852
LINC-103866,CGL-203866,"6014 Memorial Dr NE, Calgary, AB",Signal Hill,Detached,4,2.4,1044714,1972,1381
LINC-103867,CGL-203867,"8915 8 Ave NE, Calgary, AB",Seton,Detached,5,1.7,808359,2023,875
LINC-103868,CGL-203868,"9074 Elbow Dr SW, Calgary, AB",Seton,Detached,1,4.0,808754,1958,1557
LINC-103869,CGL-203869,"6410 8 Ave NE, Calgary, AB",Tuscany,Detached,5,3.9,431455,1989,1143
LINC-103870,CGL-203870,"1784 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,5,2.4,1132045,1980,713
LINC-103871,CGL-203871,"9727 Elbow Dr SW, Calgary, AB",Beltline,Detached,1,2.5,412254,2010,1291
LINC-103872,CGL-203872,"4936 17 Ave SW, Calgary, AB",Beltline,Condo,4,1.3,511576,1960,1861
LINC-103873,CGL-203873,"5938 MacLeod Trail SE, Calgary, AB",Brentwood,Detached,1,2.0,290885,1974,741
LINC-103874,CGL-203874,"5134 MacLeod Trail SE, Calgary, AB",Beltline,Condo,4,2.6,954348,1962,694
LINC-103875,CGL-203875,"6772 MacLeod Trail SE, Calgary, AB",Signal Hill,Townhouse,3,3.0,578059,1990,2370
LINC-103876,CGL-203876,"6764 Elbow Dr SW, Calgary, AB",Seton,Townhouse,4,1.7,1089091,1989,1833
LINC-103877,CGL-203877,"5073 17 Ave SW, Calgary, AB",Seton,Townhouse,2,2.8,353054,1968,2165
LINC-103878,CGL-203878,"9896 MacLeod Trail SE, Calgary, AB",Tuscany,Detached,1,2.3,967683,1960,3031
LINC-103879,CGL-203879,"1787 17 Ave SW, Calgary, AB",Mahogany,Detached,4,3.9,649020,1961,570
LINC-103880,CGL-203880,"1064 Memorial Dr NE, Calgary, AB",Seton,Townhouse,5,2.9,417811,1982,1048
LINC-103881,CGL-203881,"2123 Centre St N, Calgary, AB",Signal Hill,Detached,4,3.5,382063,1969,3314
LINC-103882,CGL-203882,"1471 Elbow Dr SW, Calgary, AB",Seton,Condo,3,3.8,671641,1971,3163
LINC-103883,CGL-203883,"6342 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,4,3.9,281957,2017,1292
LINC-103884,CGL-203884,"4539 Centre St N, Calgary, AB",Signal Hill,Townhouse,1,3.2,261662,1994,2829
LINC-103885,CGL-203885,"3874 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,3,2.5,1046984,1966,2757
LINC-103886,CGL-203886,"7568 17 Ave SW, Calgary, AB",Panorama Hills,Detached,2,1.4,298891,2009,1594
LINC-103887,CGL-203887,"9256 MacLeod Trail SE, Calgary, AB",Signal Hill,Condo,2,1.8,450670,2021,2396
LINC-103888,CGL-203888,"2100 8 Ave NE, Calgary, AB",Signal Hill,Condo,1,1.9,445314,1955,1856
LINC-103889,CGL-203889,"8484 Memorial Dr NE, Calgary, AB",Panorama Hills,Detached,2,3.7,791074,2001,565
LINC-103890,CGL-203890,"6327 17 Ave SW, Calgary, AB",Tuscany,Townhouse,1,1.5,1122156,1973,1573
LINC-103891,CGL-203891,"309 Centre St N, Calgary, AB",Seton,Condo,3,3.7,526289,2007,2134
LINC-103892,CGL-203892,"5688 17 Ave SW, Calgary, AB",Panorama Hills,Townhouse,1,1.8,337484,2014,3484
LINC-103893,CGL-203893,"9675 Crowchild Trail NW, Calgary, AB",Tuscany,Condo,4,3.9,522194,1976,644
LINC-103894,CGL-203894,"1636 Centre St N, Calgary, AB",Tuscany,Townhouse,3,2.3,391072,1978,2608
LINC-103895,CGL-203895,"9256 Centre St N, Calgary, AB",Signal Hill,Townhouse,5,2.3,1172823,1998,1923
LINC-103896,CGL-203896,"7072 Elbow Dr SW, Calgary, AB",Signal Hill,Townhouse,2,1.2,658266,1956,2206
LINC-103897,CGL-203897,"2196 8 Ave NE, Calgary, AB",Seton,Townhouse,1,3.7,352432,1974,2777
LINC-103898,CGL-203898,"6361 17 Ave SW, Calgary, AB",Tuscany,Condo,5,1.8,1039825,2007,826
LINC-103899,CGL-203899,"9560 Crowchild Trail NW, Calgary, AB",Beltline,Detached,5,1.1,595265,1965,3453
LINC-103900,CGL-203900,"4300 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,3,3.2,837327,1971,3441
LINC-103901,CGL-203901,"9431 MacLeod Trail SE, Calgary, AB",Tuscany,Detached,5,3.1,377963,1983,2382
LINC-103902,CGL-203902,"9330 Elbow Dr SW, Calgary, AB",Beltline,Condo,2,1.9,384370,2021,1480
LINC-103903,CGL-203903,"9742 MacLeod Trail SE, Calgary, AB",Beltline,Townhouse,4,2.4,920674,1957,2811
LINC-103904,CGL-203904,"5529 Elbow Dr SW, Calgary, AB",Brentwood,Detached,4,2.5,1097069,2021,1547
LINC-103905,CGL-203905,"8464 Memorial Dr NE, Calgary, AB",Signal Hill,Condo,5,3.2,683975,1992,2056
LINC-103906,CGL-203906,"2545 Crowchild Trail NW, Calgary, AB",Brentwood,Condo,5,3.0,1165026,1970,2652
LINC-103907,CGL-203907,"2799 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,1,2.6,411755,1981,2029
LINC-103908,CGL-203908,"3535 17 Ave SW, Calgary, AB",Mahogany,Townhouse,5,2.0,811174,1988,3291
LINC-103909,CGL-203909,"7020 Centre St N, Calgary, AB",Mahogany,Townhouse,4,2.5,890482,2001,1640
LINC-103910,CGL-203910,"5407 Memorial Dr NE, Calgary, AB",Signal Hill,Detached,4,3.9,1019724,1985,2853
LINC-103911,CGL-203911,"5432 Memorial Dr NE, Calgary, AB",Signal Hill,Condo,3,1.4,492274,1995,3105
LINC-103912,CGL-203912,"3387 17 Ave SW, Calgary, AB",Mahogany,Condo,3,3.1,993565,1992,2956
LINC-103913,CGL-203913,"2699 Crowchild Trail NW, Calgary, AB",Panorama Hills,Townhouse,4,1.8,992955,2008,1632
LINC-103914,CGL-203914,"1525 Elbow Dr SW, Calgary, AB",Beltline,Townhouse,3,3.9,654510,1970,2255
LINC-103915,CGL-203915,"7370 MacLeod Trail SE, Calgary, AB",Seton,Detached,1,3.4,898878,2013,2238
LINC-103916,CGL-203916,"4313 MacLeod Trail SE, Calgary, AB",Brentwood,Condo,5,2.2,1075366,1990,794
LINC-103917,CGL-203917,"5968 Memorial Dr NE, Calgary, AB",Panorama Hills,Condo,3,3.7,891075,2001,2304
LINC-103918,CGL-203918,"8773 Crowchild Trail NW, Calgary, AB",Mahogany,Detached,1,3.7,302240,2022,1346
LINC-103919,CGL-203919,"5850 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,1,3.5,665238,1974,654
LINC-103920,CGL-203920,"1506 Memorial Dr NE, Calgary, AB",Panorama Hills,Condo,5,2.4,920356,1969,1206
LINC-103921,CGL-203921,"4700 8 Ave NE, Calgary, AB",Brentwood,Townhouse,3,3.3,1080346,1977,1750
LINC-103922,CGL-203922,"9933 8 Ave NE, Calgary, AB",Mahogany,Condo,4,2.7,845303,2016,1540
LINC-103923,CGL-203923,"7241 Elbow Dr SW, Calgary, AB",Panorama Hills,Detached,1,3.4,1166712,2014,637
LINC-103924,CGL-203924,"4598 17 Ave SW, Calgary, AB",Seton,Detached,2,3.7,830437,1950,794
LINC-103925,CGL-203925,"5566 Memorial Dr NE, Calgary, AB",Brentwood,Condo,2,2.1,1173946,2017,2134
LINC-103926,CGL-203926,"6657 Elbow Dr SW, Calgary, AB",Mahogany,Detached,3,2.0,535805,2003,564
LINC-103927,CGL-203927,"5753 8 Ave NE, Calgary, AB",Signal Hill,Detached,4,1.1,1183789,2005,2484
LINC-103928,CGL-203928,"4479 Elbow Dr SW, Calgary, AB",Seton,Condo,2,2.5,300413,1992,1344
LINC-103929,CGL-203929,"6573 Elbow Dr SW, Calgary, AB",Seton,Condo,5,2.7,362287,1969,3410
LINC-103930,CGL-203930,"8795 Memorial Dr NE, Calgary, AB",Tuscany,Condo,4,3.2,965968,1969,2553
LINC-103931,CGL-203931,"6070 Elbow Dr SW, Calgary, AB",Beltline,Detached,1,3.6,624778,1991,3459
LINC-103932,CGL-203932,"3663 Crowchild Trail NW, Calgary, AB",Brentwood,Detached,4,2.4,1167243,1990,2748
LINC-103933,CGL-203933,"2373 17 Ave SW, Calgary, AB",Brentwood,Condo,2,2.3,478111,1997,2128
LINC-103934,CGL-203934,"7926 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,3,3.2,252650,2007,2798
LINC-103935,CGL-203935,"466 Memorial Dr NE, Calgary, AB",Mahogany,Condo,1,3.0,1187123,2022,3354
LINC-103936,CGL-203936,"9430 17 Ave SW, Calgary, AB",Signal Hill,Townhouse,1,2.4,642843,1997,780
LINC-103937,CGL-203937,"2609 Crowchild Trail NW, Calgary, AB",Panorama Hills,Townhouse,3,1.9,1082008,1989,2974
LINC-103938,CGL-203938,"2806 MacLeod Trail SE, Calgary, AB",Brentwood,Townhouse,1,2.3,538979,2019,1228
LINC-103939,CGL-203939,"8619 Memorial Dr NE, Calgary, AB",Panorama Hills,Detached,5,3.3,602682,2023,2449
LINC-103940,CGL-203940,"4558 Centre St N, Calgary, AB",Mahogany,Condo,3,2.1,584746,1954,2471
LINC-103941,CGL-203941,"407 MacLeod Trail SE, Calgary, AB",Tuscany,Condo,5,1.8,1082350,1976,3115
LINC-103942,CGL-203942,"5112 8 Ave NE, Calgary, AB",Seton,Condo,5,2.4,766559,1963,1877
LINC-103943,CGL-203943,"6826 Memorial Dr NE, Calgary, AB",Signal Hill,Detached,2,3.2,1120389,1984,3008
LINC-103944,CGL-203944,"980 Centre St N, Calgary, AB",Mahogany,Townhouse,2,1.9,368020,1994,1362
LINC-103945,CGL-203945,"5997 Crowchild Trail NW, Calgary, AB",Mahogany,Condo,1,4.0,946244,1956,949
LINC-103946,CGL-203946,"2116 MacLeod Trail SE, Calgary, AB",Panorama Hills,Condo,4,2.4,489826,1986,3017
LINC-103947,CGL-203947,"4406 8 Ave NE, Calgary, AB",Panorama Hills,Detached,3,3.1,757255,1967,1208
LINC-103948,CGL-203948,"5873 MacLeod Trail SE, Calgary, AB",Mahogany,Townhouse,3,2.2,358907,1978,1903
LINC-103949,CGL-203949,"4529 Elbow Dr SW, Calgary, AB",Panorama Hills,Townhouse,4,1.9,662622,2018,1846
LINC-103950,CGL-203950,"6229 Centre St N, Calgary, AB",Brentwood,Townhouse,3,1.5,1152512,1968,2697
LINC-103951,CGL-203951,"6108 MacLeod Trail SE, Calgary, AB",Tuscany,Townhouse,1,3.5,956898,1994,2490
LINC-103952,CGL-203952,"9894 MacLeod Trail SE, Calgary, AB",Seton,Condo,3,3.8,352467,2002,2148
LINC-103953,CGL-203953,"825 8 Ave NE, Calgary, AB",Seton,Townhouse,3,2.9,373268,1974,2181
LINC-103954,CGL-203954,"2846 8 Ave NE, Calgary, AB",Brentwood,Townhouse,3,2.3,565184,1952,2404
LINC-103955,CGL-203955,"1767 MacLeod Trail SE, Calgary, AB",Mahogany,Townhouse,4,2.9,350680,1982,3488
LINC-103956,CGL-203956,"8172 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,2,3.9,380532,2021,1930
LINC-103957,CGL-203957,"5332 Crowchild Trail NW, Calgary, AB",Tuscany,Detached,5,3.1,773568,1986,2027
LINC-103958,CGL-203958,"6693 17 Ave SW, Calgary, AB",Beltline,Condo,1,1.6,1114703,1999,912
LINC-103959,CGL-203959,"416 17 Ave SW, Calgary, AB",Mahogany,Condo,5,3.0,941067,1955,929
LINC-103960,CGL-203960,"7281 Elbow Dr SW, Calgary, AB",Beltline,Condo,4,2.7,927595,1984,2853
LINC-103961,CGL-203961,"647 Centre St N, Calgary, AB",Signal Hill,Condo,5,1.5,804698,1990,1785
LINC-103962,CGL-203962,"1703 Centre St N, Calgary, AB",Panorama Hills,Detached,1,3.2,632903,1980,3222
LINC-103963,CGL-203963,"9105 Memorial Dr NE, Calgary, AB",Seton,Townhouse,4,2.3,959734,1981,1945
LINC-103964,CGL-203964,"3343 Memorial Dr NE, Calgary, AB",Mahogany,Condo,2,2.1,956537,1995,3380
LINC-103965,CGL-203965,"8737 Crowchild Trail NW, Calgary, AB",Mahogany,Detached,4,1.2,384309,1967,2687
LINC-103966,CGL-203966,"8920 8 Ave NE, Calgary, AB",Tuscany,Detached,2,1.7,612184,1963,1294
LINC-103967,CGL-203967,"219 17 Ave SW, Calgary, AB",Tuscany,Detached,1,2.8,1148913,1989,1175
LINC-103968,CGL-203968,"8169 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,2,2.3,1142407,1978,1784
LINC-103969,CGL-203969,"7960 Elbow Dr SW, Calgary, AB",Seton,Townhouse,5,2.2,1055962,1958,3344
LINC-103970,CGL-203970,"4491 Crowchild Trail NW, Calgary, AB",Beltline,Detached,1,3.0,728441,1979,1991
